pit_id,region,date,time,latitude,longitude,paired,species,stride_pattern,age_class,surface_temp,avg_tuna,avg_track_depth,avg_dens_0_10,avg_dens_0_20,avg_dens_0_30,track_length,track_width,avg_hh_0_10,avg_hh_0_20,avg_hh_0_30,avg_hh_0_40,avg_hh_0_50,ice_top_10,ice_top_20,ice_top_30,ice_top_40,ice_top_50,total_ice_10,total_ice_20,total_ice_30,total_ice_40,total_ice_50,vegetation_type
NS-0116-A-COY-03-MV,MV,1/16/22,10:10,48.39897,-119.89987,NS-0116-A-COY,Coyote,Trot,Adult,-5.5,7.75,19.16666667,164,175.25,202.5,6,5,1.3,1.3,1.733333333,1.9,1.72,0,0,0,0,0,0,0,0,0,0,Open Forest
NS-0116-A-COY-02-MV,MV,1/16/22,9:52,48.39927,-119.90044,NS-0116-A-COY,Coyote,Trot,Adult,-5,8.5,20.16666667,152.5,172,198.5,5,5,1.3,1.15,1.766666667,1.675,1.54,0,0,0,0,0,0,0,0,0,0,Open Forest
NS-0116-A-COY-01-MV,MV,1/16/22,9:33,48.39948,-119.90061,NS-0116-A-COY,Coyote,Trot,Adult,-7,7,21,148,155.5,186.6666667,6.5,5,1.2,1.1,1.666666667,1.8,1.64,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0117-B-COY-01-MV,MV,1/17/22,13:08,48.70212,-119.95231,BC-0117-B-COY,Coyote,Trot,Adult,0,8,8.5,158,201.5,223.5,6,7,2.4,2.55,2.433333333,2.325,2.48,0,0,0,0,1,0,0,0,0,1,Road
BC-0117-B-COY-02-MV,MV,1/17/22,13:15,48.70212,-119.95231,BC-0117-B-COY,Coyote,Trot,Adult,0,3,0.5,251.5,264.25,274.8333333,6,7,2.6,2.55,2.5,2.375,2.42,0,0,0,0,0,0,0,0,0,0,Road
BC-0117-A-COY-03-MV,MV,1/17/22,12:10,48.68802,-119.97024,BC-0117-A-COY,Coyote,Trot,Adult,-2,8.5,12.83333333,186,207.25,220.3333333,6,7,2.4,2.4,2.066666667,1.8,1.64,0,0,0,0,1,0,0,0,0,0,Road
BC-0117-A-COY-02-MV,MV,1/17/22,11:35,48.6887,-119.97086,BC-0117-A-COY,Coyote,Trot,Adult,0,8.5,11.33333333,191.5,223.25,233.3333333,6.5,5.5,1.9,1.7,1.766666667,1.575,1.76,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0117-A-COY-01-MV,MV,1/17/22,10:55,48.688955,-119.971496,BC-0117-A-COY,Coyote,Trot,Adult,-2,7,10.66666667,210,230.5,242,6,5,2.6,2.5,2.3,1.975,1.86,1,1,1,1,1,4,4,4,4,5,Open Forest
CWB-0118-C-WLF-01-MV,MV,1/18/22,15:40,48.30302,-119.75061,CWB-0118-C-WLF,Wolf,Walk,Adult,-1,1,1,415.5,410.75,401.3333333,12,10,4,3.3,3.2,3.15,3.12,1,1,1,1,1,7,7,7,7,7,Rocky
CWB-0118-C-WLF-02-MV,MV,1/18/22,16:00,48.30311,-119.75061,CWB-0118-C-WLF,Wolf,Walk,Adult,-1,0.5,1,414,409.25,387.1666667,11,10,3.8,3.9,3.933333333,3.825,3.66,0,0,0,0,0,0,0,0,0,0,Rocky
CWB-0118-D-WLF-01-MV,MV,1/18/22,16:23,48.30328,-119.75066,No,Wolf,Walk,Adult,-2,1,0.666666667,319.5,268.25,262.1666667,9,9,3.8,3.1,2.733333333,2.3,2.04,1,1,1,1,1,5,5,5,5,5,Rocky
CWB-0118-B-WLF-01-MV,MV,1/18/22,14:52,48.30252,-119.7511,CWB-0118-B-WLF,Wolf,Walk,Adult,-1,1,0.833333333,417,394.5,384.1666667,11,9,4.6,4.7,4.466666667,4.3,4.04,1,1,1,1,1,9,17,17,17,17,Rocky
CWB-0118-B-WLF-02-MV,MV,1/18/22,15:05,48.30252,-119.7511,CWB-0118-B-WLF,Wolf,Walk,Adult,-1,1.25,1.166666667,444.5,420.25,403.1666667,10,10,3.6,3.85,3.9,3.925,3.92,1,1,1,1,1,4,5,5,5,5,Rocky
CWB-0118-A-WLF-01-MV,MV,1/18/22,14:15,48.30251,-119.75115,CWB-0118-A-WLF,Wolf,Trot,Adult,-1,1,0.666666667,451.5,417.25,400.3333333,11,9,3.9,3.95,3.966666667,3.975,3.98,1,1,1,1,1,2,2,2,2,2,Rocky
CWB-0118-A-WLF-02-MV,MV,1/18/22,14:39,48.30251,-119.75115,CWB-0118-A-WLF,Wolf,Trot,Adult,-1,1,0.833333333,421.5,414.25,400.5,10,9,4.3,4.15,4.1,4.075,4.06,1,1,1,1,1,5,5,5,5,5,Rocky
VC-0118-A-MOO-01-DENA,DENA,1/18/22,10:37,63.7331636,-148.9181039,No,Moose-Juv,Walk,Juvenile,-16,2.25,3.5,368,296.5,319.6666667,9,12.5,3.4,3.45,3.033333333,3.075,2.86,1,1,1,1,1,6,11,11,11,11,Open Forest
PM-0120-A-MOO-01-MV,MV,1/20/22,12:03,48.34805,-120.31511,No,Moose,Walk,Adult,0,3.5,46.66666667,257,219.5,239.3333333,13,9,3.2,3.1,3.066666667,3.05,2.88,1,1,1,1,1,3,3,3,3,3,Road
PR-0120-B-MOO-02-DENA,DENA,1/20/22,10:54,63.71658,-148.71658,No,Moose,Walk,Adult,-25,5.75,41.66666667,173,188.5,215.1666667,18,13,1.7,1.85,2,2,2.42,0,0,1,1,1,0,0,1,1,8,Open Forest
VC-0120-C-MOO-02-DENA,DENA,1/20/22,15:09,63.72924,-148.91774,No,Moose,Walk,Unknown,-20,5.5,45.83333333,174.5,198,244,13,11,1.7,1.95,2.166666667,2.475,2.38,0,0,0,0,0,0,0,0,0,0,Open Forest
VC-0120-C-MOO-01-DENA,DENA,1/20/22,15:07,63.72926,-148.91779,No,Moose,Walk,Unknown,-18,4.5,43.16666667,163.5,190.25,212.1666667,16,13,1.5,1.75,1.966666667,1.975,2.18,0,0,0,0,0,0,0,0,0,0,Open Forest
PR-0120-B-MOO-01-DENA,DENA,1/20/22,10:52,63.71658,-148.99258,No,Moose,Walk,Adult,-25.5,6,40.66666667,164.5,188,213,13,10,1.6,1.8,1.966666667,1.975,2.22,0,0,1,1,1,0,0,1,1,5,Open Forest
ST-0121-A-MOO-01-DENA,DENA,1/21/22,14:17,63.9091,-149.50613,ST-0121-A-MOO,Moose,Walk,Unknown,-2,12.75,39.66666667,158,214.25,210.8333333,12,10,1,1.4,1.666666667,1.55,1.76,0,0,0,0,1,0,0,0,0,4,Road
ST-0121-A-MOO-02-DENA,DENA,1/21/22,14:20,63.90903,-149.50624,ST-0121-A-MOO,Moose,Walk,Unknown,-1,13.25,45.33333333,129.5,187,215.8333333,14,12,1,1.45,1.633333333,2.075,2.32,0,0,0,1,1,0,0,0,3,3,Road
CB-0124-A-COY-01-MV,MV,1/24/22,10:57,48.62361,-120.20275,CB-0124-A-COY,Coyote,Walk,Adult,-7,0,0.833333333,212.5,233.75,237,8,7,2.2,1.9,1.733333333,1.55,1.44,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0124-A-COY-02-MV,MV,1/24/22,11:16,48.62361,-120.20275,CB-0124-A-COY,Coyote,Walk,Adult,-5,2,1.333333333,203,221,232.8333333,8,6.5,2.8,2.6,2.466666667,2.125,2.46,0,0,0,0,1,0,0,0,0,7,Open Forest
CB-0124-B-MOO-01-MV,MV,1/24/22,11:30,48.62361,-120.20275,CB-0124-B-MOO,Moose,Walk,Adult,-5.5,0.75,40.66666667,211,222.25,227.6666667,12,8,2,2,1.933333333,1.45,1.16,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0124-B-MOO-02-MV,MV,1/24/22,12:13,48.62353,-120.20285,CB-0124-B-MOO,Moose,Walk,Adult,-0.5,3,42,223,226.75,229.6666667,10,8,2.5,1.95,1.8,1.6,1.416666667,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0124-C-BOB-01-MV,MV,1/24/22,13:06,48.62963,-120.21215,CB-0124-C-BOB,Bobcat,Walk,Adult,0,4.5,9.666666667,223.5,215.25,228.3333333,6,6,1.3,1.3,1.533333333,1.65,1.86,0,0,0,0,0,0,0,0,0,0,Road
CB-0124-C-BOB-02-MV,MV,1/24/22,13:40,48.6298,-120.21233,CB-0124-C-BOB,Bobcat,Walk,Adult,-2,3.75,12.66666667,236.5,225.75,238.1666667,7,7,2.3,1.65,2,2,2,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0124-D-COY-01-MV,MV,1/24/22,14:50,48.65183,-120.24546,CB-0124-D-COY,Coyote,Walk,Adult,-1,5,14,208.5,220.75,236.5,6,5,1.8,1.4,1.8,2.05,1.88,1,1,1,1,1,1,1,1,1,1,Open Forest
CB-0124-D-COY-02-MV,MV,1/24/22,15:07,48.65172,-120.24553,CB-0124-D-COY,Coyote,Walk,Adult,-2.5,4.5,12,218.5,218.75,243.1666667,6,5,2.7,2.35,2.566666667,2.475,2.24,1,1,1,1,1,1,1,1,1,1,Open Forest
LK-0125-A-WLF-01-MV,MV,1/25/22,13:07,48.22205,-120.16453,LK-0125-A-WLF,Wolf,Walk,Adult,-4.5,1,4.666666667,328,320.75,308.6666667,10,9,4.6,3.8,3.533333333,3.15,2.98,1,1,1,1,1,8,8,8,8,9,Rocky
LK-0125-A-WLF-02-MV,MV,1/25/22,13:48,48.22205,-120.16453,LK-0125-A-WLF,Wolf,Walk,Adult,-8,0.75,3.666666667,290,298.75,309.8333333,11,10,3.7,2.9,2.9,2.925,2.94,0,0,0,0,0,0,0,0,0,0,Rocky
LK-0125-B-WLF-01-MV,MV,1/25/22,13:21,48.22205,-120.16453,LK-0125-B-WLF,Wolf,Walk,Adult,-5,0.75,6.666666667,266,274.75,276,10,8,3.5,3.15,2.866666667,2.55,2.2,0,0,0,0,0,0,0,0,0,0,Rocky
LK-0125-C-WLF-01-MV,MV,1/25/22,14:28,48.22321,-120.16593,No,Wolf,Walk,Juvenile,-10,1.75,1.333333333,256,261.5,263.6666667,8,7.5,2.6,2.3,2.366666667,2.025,1.78,0,0,0,0,0,0,0,0,0,0,Rocky
LK-0125-D-WLF-01-MV,MV,1/25/22,14:50,48.22321,-120.16593,LK-0125-D-WLF,Wolf,Walk,Adult,-10,2.75,4.333333333,274.5,271.75,272.6666667,11,10,2.2,2.4,2.466666667,2.15,1.92,0,0,0,0,0,0,0,0,0,0,Rocky
LK-0126-D-WLF-01-MV,MV,1/26/22,14:55,48.23137,-120.13759,LK-0126-D-WLF,Wolf,Walk,Adult,-4,0.75,1.333333333,238,233,233,10,10,2.8,1.9,1.782608696,1.782608696,1.782608696,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-D-WLF-02-MV,MV,1/26/22,15:14,48.23137,-120.13759,LK-0126-D-WLF,Wolf,Walk,Adult,-4,1.25,1,244.5,244.5,244.5,9.5,10,2.7,2.055555556,2.055555556,2.055555556,2.055555556,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-B-WLF-01-MV,MV,1/26/22,12:55,48.22969,-120.1376,LK-0126-B-WLF,Wolf,Walk,Adult,-4,1.25,2.333333333,263.5,267,256,11,11,3,2.5,2.066666667,1.857142857,1.857142857,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-B-WLF-02-MV,MV,1/26/22,13:12,48.22969,-120.1376,LK-0126-B-WLF,Wolf,Walk,Adult,-4.5,3.25,5.5,257.5,260.5,253.1666667,10,10.5,2.6,2.3,1.933333333,1.777777778,1.777777778,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-C-WLF-01-MV,MV,1/26/22,13:27,48.22969,-120.1376,LK-0126-C-WLF,Wolf,Walk,Adult,-3.5,5,8,218.5,247.25,242.8333333,9,8,1.7,1.7,1.466666667,1.540540541,1.540540541,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-C-WLF-02-MV,MV,1/26/22,13:55,48.22969,-120.1376,LK-0126-C-WLF,Wolf,Walk,Adult,-3.5,4,2.5,255.5,256.75,256.75,10,10,2.7,1.95,1.633333333,1.444444444,1.444444444,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-A-WLF-03-MV,MV,1/26/22,12:08,48.22949,-120.13786,LK-0126-A-WLF,Wolf,Walk,Adult,-4,5.25,12.66666667,214,247.25,252.8333333,11,10,2.7,2.6,2.566666667,2.25,2.090909091,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-A-WLF-01-MV,MV,1/26/22,11:31,48.22953,-120.13791,LK-0126-A-WLF,Wolf,Walk,Adult,-1,5.5,10.66666667,224,246.5,242.1666667,10,10.5,1.9,2.05,1.7,1.583333333,1.583333333,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-A-WLF-02-MV,MV,1/26/22,11:55,48.22953,-120.13791,LK-0126-A-WLF,Wolf,Walk,Adult,-1,2.75,10.66666667,238,261.5,273,10,9,2.6,2.7,2.133333333,1.970588235,1.970588235,0,0,0,0,0,0,0,0,0,0,Shrub
LK-0126-E-WLF-01-MV,MV,1/26/22,15:33,48.23183,-120.138,LK-0126-E-WLF,Wolf,Trot,Adult,-5,0.75,1.333333333,263.5,263.75,263.75,10,9,2.5,1.75,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,Rocky
LK-0126-E-WLF-02-MV,MV,1/26/22,15:44,48.23183,-120.138,LK-0126-E-WLF,Wolf,Trot,Adult,-5,1,3.166666667,274,289.5,289.5,11,10,3,2.6,2.24,2.24,2.24,0,0,0,0,0,0,0,0,0,0,Rocky
ST-0126-A-MOO-01-DENA,DENA,1/26/22,10:50,63.90346,-149.20154,No,Moose,Walk,Unknown,-32.5,3,22.66666667,244.5,219.75,250.6666667,12,11,2.8,2.95,3.2,2.909090909,2.909090909,0,0,0,0,0,0,0,0,0,0,Riparian
ST-0126-B-MOO-02-DENA,DENA,1/26/22,15:00,63.90504,-149.21407,No,Moose,Walk,Adult,-24,0,33,412.5,325.75,307.6666667,13,12,5,3.95,3.333333333,3.075,2.92,1,1,1,1,1,10,13,13,14,15,Riparian
ST-0126-C-MOO-03-DENA,DENA,1/26/22,15:34,63.90544,-149.90544,No,Moose,Walk,Adult,-24,4.25,30.33333333,195.5,219.75,239.6666667,14,13,2,2.5,2.5,2.725,2.78,0,1,1,1,1,0,2,2,2,2,Riparian
CB-0127-D-COY-01-MV,MV,1/27/22,12:32,48.61929,-120.18397,CB-0127-D-COY,Coyote,Walk,Adult,-8,2.75,9.833333333,221,237,249,7,6,1.6,1.6,2.066666667,2.05,2.04,0,0,0,0,0,0,0,0,0,0,Road
CB-0127-D-COY-02-MV,MV,1/27/22,12:43,48.61929,-120.18397,CB-0127-D-COY,Coyote,Walk,Adult,-8,2.25,10.5,235.5,247,262.8333333,7,6,2.6,2.5,2.5,2.375,2.377777778,0,0,0,0,0,0,0,0,0,0,Road
CB-0127-A-COY-01-MV,MV,1/27/22,10:35,48.61719,-120.18608,CB-0127-A-COY,Coyote,Walk,Adult,-9,3,11.33333333,218.5,240.5,249.8333333,6,5,1.6,1.4,1.933333333,1.95,2,0,0,0,0,0,0,0,0,0,0,Road
CB-0127-B-COY-01-MV,MV,1/27/22,10:37,48.61719,-120.18608,CB-0127-A-COY,Coyote,Walk,Adult,-9,4.5,13,225,246.75,255.6666667,6,5,2.6,2.5,2.633333333,2.35,2.181818182,0,0,0,0,0,0,0,0,0,0,Road
CB-0127-C-COY-01-MV,MV,1/27/22,11:09,48.6171,-120.18617,No,Coyote,Walk,Adult,-9,2.5,0.666666667,232,248.25,252.5,7,7,2.8,2.7,2.433333333,2.05,1.906976744,0,0,0,0,0,0,0,0,0,0,Road
CB-0127-E-COY-01-MV,MV,1/27/22,13:18,48.61885,-120.18628,No,Coyote,Trot,Adult,-7,2.75,1,238,251.5,258.8333333,6,5.5,2.3,2.25,2.233333333,2.025,1.959183673,0,0,0,0,0,0,0,0,0,0,Road
CB-0127-F-COY-01-MV,MV,1/27/22,14:54,48.61918,-120.19249,No,Coyote,Walk,Adult,-8,2,10.83333333,248.5,270.5,279.6666667,6,5,2.4,2.5,2.2,1.9,1.755555556,0,0,0,0,0,0,0,0,0,0,Dense Forest
CB-0128-E-MOO-01-MV,MV,1/28/22,15:08,48.62891,-120.14229,CB-0128-E-MOO,Moose,Walk,Adult,-8,4,40.66666667,220.5,239.5,251.5,11,10,2.6,2.5,2.466666667,2.35,2.326530612,0,0,0,0,0,0,0,0,0,0,Road
CB-0128-E-MOO-02-MV,MV,1/28/22,15:21,48.62884,-120.14236,CB-0128-E-MOO,Moose,Walk,Adult,-8,4,47,232.5,244,245,16,9,2.6,2.5,2.333333333,2,1.914893617,0,0,0,0,0,0,0,0,0,0,Road
CB-0128-E-MOO-03-MV,MV,1/28/22,15:39,48.62884,-120.1426,CB-0128-E-MOO,Moose,Walk,Adult,-8,4.25,48.33333333,218,232.5,238,13,11,2.2,1.8,2.2,2.05,1.84,0,0,0,0,0,0,0,0,0,0,Dense Forest
CB-0128-B-COU-01-MV,MV,1/28/22,10:42,48.62591,-120.15087,CB-0128-B-COU,Cougar,Walk,Adult,-8,4.75,13,225.5,242.5,250,9,9,1.9,1.85,1.966666667,1.725,1.565217391,0,0,0,0,0,0,0,0,0,0,Dense Forest
CB-0128-B-COU-02-MV,MV,1/28/22,10:58,48.62575,-120.15097,CB-0128-B-COU,Cougar,Walk,Adult,-8,4.5,13.33333333,235.5,248.75,254.1666667,9,9,2.4,2.45,2.233333333,1.925,1.818181818,0,0,0,0,0,0,0,0,0,0,Dense Forest
CB-0128-C-COU-01-MV,MV,1/28/22,11:40,48.62294,-120.15105,No,Cougar,Walk,Adult,-7,4,13.33333333,232,250,274.5,9,9,2.4,2.35,2.333333333,2.342105263,2.736842105,0,0,0,1,1,0,0,0,2,5,Road
CB-0128-D-MOO-01-MV,MV,1/28/22,11:45,48.62294,-120.15105,No,Moose,Walk,Adult,-7,4,27.33333333,232,250,274.5,12,11,2.4,2.35,2.333333333,2.342105263,2.736842105,0,0,0,1,1,0,0,0,2,5,Road
CB-0128-A-DR-01-MV,MV,1/28/22,9:30,48.61913,-120.1584,No,Deer,Walk,Adult,-8.5,4.5,44.66666667,212.5,235.5,246,8,6,2.1,2.1,2.166666667,2.125,2.1,0,0,0,0,0,0,0,0,0,0,Road
LK-0129-A-MD-01-MV,MV,1/29/22,9:42,48.28319,-120.08779,No,Deer,Trot,Juvenile,-5.5,2.5,23.33333333,213,241.75,258.3333333,6,4.5,2.2,1.8,2.066666667,2.1,1.836734694,0,0,0,0,0,0,0,0,0,0,Shrub
EM-0131-B-BOB-01-MV,MV,1/31/22,12:12,48.72665,-120.12871,EM-0131-B-BOB,Bobcat,Walk,Adult,-3.5,5.25,12.66666667,216,229,246,6,6,2.3,2.15,2.333333333,2.25,2.425531915,0,0,0,0,0,0,0,0,0,0,Road
EM-0131-B-BOB-03-MV,MV,1/31/22,12:57,48.72665,-120.12871,EM-0131-B-BOB,Bobcat,Walk,Adult,-5,4.5,10.66666667,223.5,239.25,244,6,6.5,1.9,1.6,1.733333333,1.8,2.04,0,0,0,0,1,0,0,0,0,4,Open Forest
EM-0131-C-BOB-01-MV,MV,1/31/22,14:29,48.62211,-120.1574,No,Bobcat,Walk,Adult,-4,7.25,14,204.5,229.5,243,5,5,2.4,2.3,2.4,2.2,1.96,0,0,0,0,0,0,0,0,0,0,Road
EM-0131-A-BOB-01-MV,MV,1/31/22,9:32,48.61711,-120.16444,EM-0131-A-BOB,Bobcat,Walk,Adult,-12.5,4.5,11.66666667,197,228.75,246.8333333,6,6,3,2.65,2.7,2.525,2.673913043,0,0,0,0,0,0,0,0,0,0,Road
EM-0131-A-BOB-02-MV,MV,1/31/22,9:39,48.61704,-120.16452,EM-0131-A-BOB,Bobcat,Walk,Adult,-12.5,7.25,8.5,185.5,214.5,231.8333333,6,7,2.1,2.1,2.333333333,2.25,2.761904762,0,0,0,0,0,0,0,0,0,0,Road
SL-0131-A-MOO-02-DENA,DENA,1/31/22,10:25,63.92959,-149.16129,SL-0131-A-MOO,Moose,Walk,Unknown,-37,4.25,22.66666667,214.5,226,248.1666667,14,12,1.6,1.55,1.833333333,2.078947368,2.078947368,0,0,0,0,0,0,0,0,0,0,Riparian
SL-0131-A-MOO-01-DENA,DENA,1/31/22,10:20,63.92954,-149.1613,SL-0131-A-MOO,Moose,Walk,Unknown,-39,5.25,23.33333333,184,221.75,227,15,13,1.6,1.7,1.766666667,2.425,2.348837209,0,0,0,1,1,0,0,0,8,8,Riparian
ST-0131-A-COY-01-DENA,DENA,1/31/22,16:11,63.88544,-149.29358,ST-0131-A-COY,Coyote,Walk,Unknown,-26,5.25,5.333333333,216,253.5,280.6666667,6,4.5,2.2,2.45,2.3,2.275,2.42,0,1,1,1,1,0,1,1,1,1,Tundra
ST-0131-A-COY-02-DENA,DENA,1/31/22,16:15,63.8855,-149.29358,ST-0131-A-COY,Coyote,Walk,Unknown,-25,5,5,227,277,291.5,6,5.5,1.8,2.7,2.866666667,2.75,2.78,1,1,1,1,1,1,3,5,5,5,Tundra
SR-0131-B-MOO-03-DENA,DENA,1/31/22,13:40,63.87754,-149.41811,SR-0131-B-MOO,Moose,Walk,Unknown,-35.5,9.5,21.5,170,203,220,13,11,1.6,1.3,1.333333333,2,3.023255814,0,0,1,1,1,0,0,1,8,18,Riparian
SR-0131-B-MOO-04-DENA,DENA,1/31/22,14:03,63.87747,-149.41812,SR-0131-B-MOO,Moose,Walk,Unknown,-31,11.25,22,140.5,170.5,210.3333333,12,10,1.1,1.55,1.833333333,2.175,2.54,0,0,1,1,1,0,0,2,2,2,Riparian
SR-0131-A-MOO-01-DENA,DENA,1/31/22,12:51,63.88578,-149.427,SR-0131-A-MOO,Moose,Walk,Unknown,-30,12.25,21.5,151,197,234,14,12,1.2,2.05,1.9,2.025,2.6,0,0,0,1,1,0,0,0,0,9,Open Forest
SR-0131-A-MOO-02-DENA,DENA,1/31/22,12:55,63.88577,-149.42703,SR-0131-A-MOO,Moose,Walk,Unknown,-32,9.25,29.83333333,154.5,196.75,222,17,14,1.3,1.35,1.7,1.825,2.26,0,0,0,0,0,0,0,0,0,0,Open Forest
MM-0201-A-BOB-01-MV,MV,2/1/22,9:39,48.38834,-120.30365,MM-0201-A-BOB,Bobcat,Trot,Adult,-8,1.25,1,241.5,242.75,262.3333333,5,4.5,1.9,1.85,1.966666667,2.225,2.06,0,0,0,0,0,0,0,0,0,0,Road
MM-0201-A-BOB-02-MV,MV,2/1/22,9:52,48.38834,-120.30365,MM-0201-A-BOB,Bobcat,Trot,Adult,-8,1.5,1.166666667,238,237.25,243.5,4.5,4.5,2.6,2.25,2.3,2.425,2.1875,0,0,0,0,0,0,0,0,0,0,Road
MM-0201-B-COY-01-MV,MV,2/1/22,10:30,48.3952,-120.30901,MM-0201-B-COY,Coyote,Walk,Adult,-7,2.5,1.666666667,252,238.75,260.8333333,7,6,2.2,2.2,2.166666667,2.325,2.26,0,0,0,0,0,0,0,0,0,0,Road
MM-0201-B-COY-02-MV,MV,2/1/22,10:49,48.3952,-120.30901,MM-0201-B-COY,Coyote,Walk,Adult,-7,3.25,1.5,255.5,241.75,252.5,7,6,2.2,1.6,1.533333333,1.9,1.92,0,0,0,0,0,0,0,0,0,0,Road
MM-0201-B-COY-03-MV,MV,2/1/22,11:01,48.3952,-120.30901,MM-0201-B-COY,Coyote,Walk,Adult,-5,4.25,17.66666667,238,257,276.5,7,7,2.1,2.05,2.166666667,2.25,2.04,0,0,0,0,0,0,0,0,0,0,Open Forest
MM-0201-C-COY-02-MV,MV,2/1/22,12:38,48.41634,-120.3397,MM-0201-C-COY,Coyote,Trot,Adult,-4.5,3,2.166666667,254,239,241.1666667,6.5,6,2.4,2.1,2.066666667,2.3,2.28,0,0,0,0,0,0,0,0,0,0,Open Forest
MM-0201-C-COY-03-MV,MV,2/1/22,12:53,48.41635,-120.33975,MM-0201-C-COY,Coyote,Trot,Adult,-2,2.75,1.833333333,253.5,247.75,262,5.5,4,2.5,2.55,2.4,2.525,2.42,0,0,0,0,0,0,0,0,0,0,Open Forest
MM-0201-C-COY-01-MV,MV,2/1/22,12:05,48.41613,-120.33998,MM-0201-C-COY,Coyote,Trot,Adult,-2,2.5,2.5,181.5,217.75,243.1666667,6,5.5,2.3,2.15,2.1,2.25,2.24,0,0,0,0,0,0,0,0,0,0,Open Forest
MM-0201-D-BOB-01-MV,MV,2/1/22,13:54,48.42221,-120.34968,MM-0201-D-BOB,Bobcat,Walk,Adult,-4,5,2.666666667,223,233.5,256,6,5.5,2.3,2.15,2.1,2.3,2.36,0,0,0,0,0,0,0,0,0,0,Road
MM-0201-D-BOB-02-MV,MV,2/1/22,14:09,48.4221,-120.34968,MM-0201-D-BOB,Bobcat,Walk,Adult,-4,3.5,3,222.5,229.25,240.1666667,6,6,2.2,1.6,1.4,1.75,1.86,0,0,0,0,0,0,0,0,0,0,Road
MM-0201-D-BOB-03-MV,MV,2/1/22,14:32,48.42246,-120.35011,MM-0201-D-BOB,Bobcat,Walk,Adult,-5,4.5,3,242,237.75,248.8333333,6,6,1.6,1.45,1.533333333,1.875,1.94,0,0,0,0,0,0,0,0,0,0,Open Forest
MM-0201-E-COY-01-MV,MV,2/1/22,15:17,48.44265,-120.3633,No,Coyote,Walk,Adult,-5,3.5,3.166666667,236.5,247.75,255,6,4.5,2.5,2.1,2.066666667,2.2,2.36,0,0,0,0,0,0,0,0,0,0,Road
PR-0201-A-WLF-01-DENA,DENA,2/1/22,11:02,63.71763,-149.01028,PR-0201-A-WLF,Wolf,Walk,Adult,-27,6.75,6.5,167.5,189.25,205.3333333,10.5,11,1,1.9,2,2.175,2.34,0,0,0,1,1,0,0,0,1,1,Open Forest
PR-0201-A-WLF-02-DENA,DENA,2/1/22,11:15,63.71749,-149.01054,PR-0201-A-WLF,Wolf,Walk,Adult,-29,6.25,8.166666667,162,190.5,226.3333333,9,9.5,1.7,2.1,2.066666667,2.125,2.4,0,0,1,1,1,0,0,0,1,6,Road
SS-0202-A-COY-01-MV,MV,2/2/22,10:53,48.30445,-119.91479,SS-0202-A-COY,Coyote,Walk,Adult,-9,1.75,1,224,240,240.1666667,6,6,2.2,2,2.166666667,2.125,2.155555556,0,0,0,0,0,0,0,0,0,0,Shrub
SS-0202-A-COY-02-MV,MV,2/2/22,11:16,48.30445,-119.91479,SS-0202-A-COY,Coyote,Walk,Adult,-9,5.25,1,227,253,242,6.5,5.5,2.2,2.1,1.866666667,2.05,2.35,0,0,0,0,0,0,0,0,0,0,Shrub
PR-0202-A-COY-01-DENA,DENA,2/2/22,14:30,63.72222,-149.28809,PR-0202-A-COY,Coyote,Walk,Adult,-33,1.5,5,284,272.25,293.5,7,6.5,1.9,2.35,2.333333333,2.35,2.08,0,0,0,0,0,0,0,0,0,0,Riparian
PR-0202-A-COY-02-DENA,DENA,2/2/22,14:37,63.72238,-149.28838,PR-0202-A-COY,Coyote,Walk,Adult,-30,0.25,0.833333333,362,297.75,280.8333333,8,6,3,2.5,2.333333333,2.425,2.872340426,0,0,0,0,0,0,0,0,0,0,Riparian
BEAV-0203-A-DR-01-MV,MV,2/3/22,13:18,48.43636,-120.00524,No,Deer,Walk,Adult,-6,7,27.33333333,219.5,235,249.6666667,9,6,1.6,1.4,1.933333333,2.075,1.9,0,0,0,0,0,0,0,0,0,0,Road
LR-0203-B-COY-03-MV,MV,2/3/22,10:56,48.45102,-120.0685,No,Coyote,Trot,Adult,-6.5,3.75,3.333333333,260,263.5,271.6666667,6,6,2.5,1.9,1.733333333,1.95,1.76,0,0,0,0,0,0,0,0,0,0,Tundra
LR-0203-C-COY-01-MV,MV,2/3/22,10:47,48.45102,-120.0685,LR-0203-C-COY,Coyote,Trot,Adult,-7,3,3.333333333,232,265,262.1666667,6.5,5.5,2.8,2,2.166666667,2.475,2.452380952,0,0,0,0,0,0,0,0,0,0,Tundra
